airport_name,iata_code,icao_code,latitude,longitude,gmt,country_iso2
Puerto Inirida,PDA,SKPD,3.883333,-67.88333,-5,CO
Mueo,PDC,NWWQ,-21.316668,165,11,NC
Pandie Pandie,PDE,YPDI,-26,138.66667,9.30,AU
Prado,PDF,SNRD,-17.35,-39.216667,-3,BR
Minangkabau International Airport,PDG,WIMG,-0.786667,100.280556,7,ID
Dekalb-Peachtree,PDK,KPDK,33.88333,-84.25,-5,US
Nordela (São Miguel Island),PDL,LPPD,37.743847,-25.696468,-1,PT
Pendopo,PDO,WIPQ,-3.283333,103.86667,7,ID
Capitan Corbeta CA Curbelo International Airport,PDP,SUPE,-34.914444,-54.919167,-3,UY
Pendleton,PDT,KPDT,45.698334,-118.83611,-8,US
Paysandu,PDU,SUPU,-32.365833,-58.064167,-3,UY
Plovdiv,PDV,LBPD,42.3,24.716667,2,BG
Portland International,PDX,KPDX,45.588997,-122.5929,-8,US
Pedernales,PDZ,SVPE,9.966667,-62.233334,-4,VE
Penneshaw,PEA,YPSH,-35.733334,137.93333,9.30,AU
Pardubice,PED,LKPD,50.013332,15.738611,1,CZ
Bolshoye Savino,PEE,USPP,57.920025,56.01918,5,RU
Sant Egidio,PEG,LIRZ,43.13333,12.366667,1,IT
Pehuajo,PEH,SAZP,-35.85,-61.86667,-3,AR
Matecana,PEI,SKPE,4.815945,-75.736534,-5,CO
Beijing Capital International,PEK,ZBAA,40.078537,116.5871,8,CN
Pelaneng,PEL,FXPG,-30.55,27.916668,2,LS
Puerto Maldonado,PEM,SPTU,-12.583333,-69.23333,-5,PE
Penang International,PEN,WMKP,5.292961,100.265175,8,MY
Pecos City,PEQ,KPEQ,31.433332,-103.5,-6,US
Perth International,PER,YPPH,-31.933603,115.960236,8,AU
Petrozavodsk,PES,ULPB,61.683334,34.333332,3,RU
Federal,PET,SBPK,-31.718056,-52.324444,-3,BR
Puerto Lempira,PEU,MHPL,15.216667,-83.76667,-6,HN
Pecs Pogany,PEV,LHPP,45.99083,18.24083,1,HU
Peshawar,PEW,OPPS,33.989082,71.51925,5,PK
Penza,PEZ,UWPP,53.11852,45.02305,3,RU
Passo Fundo,PFB,SBPF,-28.25,-52.333332,-3,BR
Pacific City State,PFC,KPFC,45.233334,-123.95,-8,US
Patreksfjordur,PFJ,BIPA,65.03333,-19.008333,,IS
Paphos International Airport,PFO,LCPH,34.71155,32.489105,2,CY
Parsabad,PFQ,OITP,39.60689,47.87752,3.30,IR
Ilebo,PFR,FZVS,-4.316667,20.583332,2,CD
Page,PGA,KPGA,36.926388,-111.44722,-7,US
Charlotte County,PGD,KPGD,26.919167,-81.99139,-5,US
Llabanere,PGF,LFMP,42.741016,2.868183,1,FR
Pantnagar,PGH,VIPT,29.031944,79.47361,5.30,IN
Chitato,PGI,FNCH,-7.333333,20.8,1,AO
Pangkalpinang,PGK,WIKK,-2.164017,106.13707,7,ID
Jackson County,PGL,KPQL,30.383333,-88.51667,-6,US
Persian Gulf International,PGU,OIBP,27.383959,52.735516,3.30,IR
Pitt-Greenville,PGV,KPGV,35.63333,-77.38528,-5,US
Bassillac,PGX,LFBX,45.183334,0.716667,1,FR
Sant'Ana,PGZ,SSZW,-25.083332,-50.15,-3,BR
Santos Dumont,PHB,SBPB,-2.891667,-41.738335,-3,BR
Port Harcourt,PHC,DNPO,5.006506,6.9499,1,NG
Port Hedland,PHE,YPPD,-20.377945,118.63164,8,AU
Newport News/williamsb,PHF,KPHF,37.13033,-76.50282,-5,US
Port Harcourt City,PHG,DNPM,4.845833,7.020833,1,NG
Pinheiro,PHI,SNYE,-2.516667,-45.083332,-3,BR
Philadelphia International,PHL,KPHL,39.87641,-75.2433,-5,US
St Clair County International,PHN,KPHN,42.913055,-82.52611,-5,US
Point Hope,PHO,PAPO,68.35,-166.8,-9,US
Philip,PHP,KPHP,44.333332,-101.666664,-6,US
Phitsanulok,PHS,VTPP,16.771307,100.2812,7,TH
Henry County,PHT,KPHT,36.33361,-88.38333,-6,US
Phalaborwa,PHW,FAPH,-23.93361,31.15611,2,ZA
Sky Harbor International,PHX,KPHX,33.435036,-112.00016,-7,US
Phetchabun,PHY,VTPB,16.681944,101.19833,7,TH
Greater Peoria,PIA,KPIA,40.66643,-89.69012,-6,US
Hattiesburg-Laurel Regional,PIB,KPIB,31.4675,-89.33667,-6,US
Pine Cay,PIC,MBPI,21.883333,-72.1,-4,TC
St. Petersburg-Clearwater International,PIE,KPIE,27.912004,-82.69511,-5,US
Pingtung,PIF,RCDC,22.705004,120.490234,8,TW
Pocatello,PIH,KPIH,42.913334,-112.594444,-7,US
Prestwick,PIK,EGPK,55.50843,-4.611286,,GB
Pilar,PIL,SGPI,-26.866667,-58.333332,-4,PY
Garden Harris County,PIM,KPIM,32.86667,-84.833336,-5,US
Parintins,PIN,SWPI,-2.669208,-56.770027,-4,BR
Pisco,PIO,SPSO,-13.75,-76.21667,-5,PE
Pilot Point,PIP,PAPN,57.56361,-157.56084,-9,US
Pierre,PIR,KPIR,44.380363,-100.29319,-6,US
Biard,PIS,LFBI,46.58611,0.306389,1,FR
Pittsburgh International,PIT,KPIT,40.49585,-80.25657,-5,US
Piura,PIU,SPUR,-5.201667,-80.613335,-5,PE
Pikwitonei,PIW,CZMN,55.7,-97.333336,-6,CA
Pico Island,PIX,LPPI,38.466667,-28.3,-1,PT
Dew Station,PIZ,PPIZ,69.75,-163.16667,-9,US
Pajala,PJA,ESUP,67.246666,23.075,1,SE
Payson,PJB,KPAN,34.261112,-111.34167,-7,US
Pedro Juan Caballero,PJC,SGPJ,-22.5,-55.666668,-4,PY
Panjgur,PJG,OPPG,26.966667,64.1,5,PK
Puerto Jimenez,PJM,MRPJ,8.583333,-83.333336,-6,CR
SPB,PKA,PAPK,60.710835,-161.75806,-9,US
Wood County,PKB,KPKB,39.345554,-81.43889,-5,US
Petropavlovsk-Kamchatsky,PKC,UHPP,53.016666,158.65,12,RU
Parkes,PKE,YPKS,-33.138454,148.2329,10,AU
Pangkor Airport,PKG,WMPA,4.216667,100.7,8,MY
Alexion,PKH,LGHL,37.301388,23.147223,2,GR
Pakokku,PKK,VYPU,21.343332,95.10639,6.30,MM
Pangkalanbuun,PKN,WRBI,-2.7,111.666664,7,ID
Parakou,PKO,DBBP,9.35,2.616667,1,BJ
Puka Puka,PKP,NTGP,-14.75,-138.96666,-10,PF
Pokhara,PKR,VNPK,28.197222,83.986115,5.45,NP
Port Keats,PKT,YPKT,-14.25,129.53334,9.30,AU
Sultan Syarif Kasim Ii,PKU,WIBB,0.464563,101.446884,7,ID
Pskov,PKV,ULOO,57.816666,28.3,3,RU
Selebi-Phikwe,PKW,FBSP,-22.05,27.816668,2,BW
Cilik Riwut (Tjilik Riwoet),PKY,WRBP,-2.223958,113.945786,7,ID
Pakse,PKZ,VLPS,15.136257,105.781296,7,LA
Playa Samara,PLD,MRSR,10.25,-85.416664,-6,CR
Pala,PLF,FTTP,9.383333,14.933333,1,TD
Mahmud Badaruddin Ii,PLM,WIPP,-2.900146,104.69861,7,ID
Emmet County,PLN,KPLN,45.57083,-84.79278,-5,US
Port Lincoln,PLO,YPLC,-34.603333,135.87454,9.30,AU
La Palma,PLP,MPLP,8.333333,-78.13333,-5,PA
Palanga International,PLQ,EYPA,55.95,21.083332,2,LT
St Clair County,PLR,KPLR,33.583332,-86.28333,-6,US
Providenciales International Airport,PLS,MBPV,21.769167,-72.26833,-4,TC
Pampulha,PLU,SBBH,-19.75,-43.75,-3,BR
Poltava,PLV,UKHP,49.583332,34.533333,2,UA
Mutiara,PLW,WAML,-0.917945,119.90671,8,ID
Semipalatinsk,PLX,UASS,50.333332,80.25,6,KZ
Port Elizabeth,PLZ,FAPE,-33.98371,25.611422,2,ZA
Wawi,PMA,HTPE,-5.242222,39.801945,3,TZ
Intermediate,PMB,KPMB,49,-98.083336,-6,US
Tepual,PMC,SCTE,-41.433727,-73.09831,-4,CL
Giuseppe Verdi,PMF,LIMP,44.8,10.333333,1,IT
Ponta Porã International Airport,PMG,SBPP,-22.55,-55.7,-4,BR
Greater Portsmouth Regional,PMH,KPMH,38.75,-82.98333,-5,US
Son Sant Joan Airport,PMI,LEPA,39.547653,2.730388,1,ES
Palm Island,PMK,YPAM,-18.333332,146.66667,10,AU
AFS,PML,PAAL,56.005554,-160.55833,-9,US
Punta Raisi,PMO,LICJ,38.186523,13.104779,1,IT
Pimaga,PMP,KPMP,-6.666667,143.41667,10,PG
Perito Moreno,PMQ,SAWP,-46.53639,-70.98361,-3,AR
Palmerston North,PMR,NZPM,-40.323532,175.62126,12,NZ
Palmyra,PMS,OSPR,34.6,38.25,2,SY
Del Caribe International (Gen. Santiago Marino),PMV,SVMG,10.917189,-63.96899,-4,VE
Palmas,PMW,SWPJ,-10.241667,-48.35278,-3,BR
El Tehuelche,PMY,SAVY,-42.733334,-65.066666,-3,AR
Palmar Sur,PMZ,MRPM,8.950836,-83.46598,-6,CR
Pamplona,PNA,LEPP,42.767498,-1.639347,1,ES
Porto Nacional,PNB,SBPN,-10.7,-48.416668,-3,BR
Ponca City,PNC,KPNC,36.728058,-97.09944,-6,US
North Philadelphia,PNE,KPNE,40.080276,-75.0125,-5,US
Paranagua,PNG,SSPG,-25.516666,-48.5,-3,BR
Phnom Penh International,PNH,VDPP,11.546111,104.84778,7,KH
Pohnpei,PNI,PTPN,6.980947,158.20334,11,FM
Supadio,PNK,WIOO,-0.14735,109.40533,7,ID
Pantelleria,PNL,LICG,36.81361,11.966111,1,IT
Princeton,PNN,KPNN,45.233334,-67.566666,-5,US
Girua,PNP,AYGR,-8.807474,148.30873,10,PG
Lohegaon,PNQ,VAPO,18.581388,73.920555,5.30,IN
Pointe-Noire,PNR,FCPP,-4.809799,11.882377,1,CG
Pensacola International Airport,PNS,KPNS,30.475943,-87.19416,-6,US
Teniente J. Gallardo,PNT,SCNT,-51.683334,-72.51667,-4,CL
Panevezys,PNV,EYPP,55.733334,24.383333,2,LT
Grayson County,PNX,KGYI,33.63889,-96.611115,-6,US
Pondicherry,PNY,VOPC,12.016667,79.8,5.30,IN
Internacional,PNZ,SBPL,-9.393333,-40.490555,-3,BR
Salgado Filho,POA,SBPA,-29.98961,-51.17709,-3,BR
Podor,POD,GOSP,16.666668,-14.966667,,SN
Port Gentil,POG,FOOG,-0.719964,8.753584,1,GA
Pocahontas Municipal,POH,KPOH,42.74222,-94.644165,-6,US
Potosi,POI,SLPO,-19.543056,-65.72361,-4,BO
Patos De Minas,POJ,SNPD,-18.671667,-46.490833,-3,BR
Porto Amelia,POL,FQPB,-12.988333,40.5225,2,MZ
Jackson Field,POM,AYPY,-9.444308,147.21446,10,PG
Poptun,PON,MGPP,16.35,-89.433334,-6,GT
Pocos De Caldas,POO,SBPC,-21.841389,-46.5675,-3,BR
La Union,POP,MDPP,19.754942,-70.56315,-4,DO
Pori,POR,EFPO,61.46866,21.791382,2,FI
Piarco International,POS,TTPP,10.602089,-61.339413,-4,TT
Dutchess County,POU,KPOU,41.628056,-73.882774,-5,US
Presov,POV,LZPW,49,21.25,1,SK
Portoroz,POW,LJPZ,45.516666,13.583333,1,SI
Paris Cergy Pontoise,POX,LFPT,49.05,2.1,1,FR
Lawica,POZ,EPPO,52.414326,16.828844,1,PL
Adhemar De Barros,PPB,SBDN,-22.1,-51.45,-3,BR
Prospect Creek,PPC,PAPR,66.79667,-150.7,-9,US
Tri-City,PPF,KPPF,37.332222,-95.50861,-6,US
Pago Pago International Airport,PPG,NSTU,-14.326389,-170.6964,-11,AS
Peraitepuy,PPH,SVPH,4.583333,-61.516666,-4,VE
Port Pirie,PPI,YPIR,-33.233334,138,9.30,AU
Petropavlovsk,PPK,UACP,54.783333,69.183334,6,KZ
Phaplu,PPL,VNPL,27.516666,86.6,5.45,NP
Pompano Beach,PPM,KPMP,26.25,-80.11667,-5,US
Machangara,PPN,SKPP,2.45,-76.60889,-5,CO
Whitsunday Coast,PPP,YBPN,-20.488922,148.55194,10,AU
Paraparaumu,PPQ,NZPP,-40.9,174.98334,12,NZ
Pasir Pangarayan,PPR,WIDE,0.833333,100.36667,7,ID
Puerto Princesa,PPS,RPVP,9.740198,118.75674,8,PH
Faa'a,PPT,NTAA,-17.55963,-149.60938,-10,PF
Papa Westray,PPW,EGEP,59.351265,-2.898974,,GB
Pouso Alegre,PPY,SNZA,-22.288334,-45.918888,-3,BR
Duong Dong,PQC,VVPQ,10.223722,103.96324,7,VN
Presque Isle Municipal,PQI,KPQI,46.685,-68.0475,-5,US
Palenque,PQM,MMPQ,17.5,-92.00833,-6,MX
Port Macquarie,PQQ,YPMQ,-31.431402,152.86723,10,AU
Parana,PRA,SAAP,-31.795,-60.48,-3,AR
Paso Robles,PRB,KPRB,35.670555,-120.62583,-8,US
Prescott,PRC,KPRC,34.65,-112.424164,-7,US
Pardoo,PRD,YPDO,-20.1,119.11667,8,AU
Prague Vaclav Havel Airport,PRG,LKPR,50.10619,14.266638,1,CZ
Phrae,PRH,VTCP,18.15,100.13333,7,TH
Praslin Island,PRI,FSPP,-4.323883,55.692314,4,SC
Portimao,PRM,LPPM,37.13333,-8.533333,,PT
Pristina International,PRN,LYPR,42.573612,21.035557,1,RS
Perry Municipal,PRO,KPRO,41.85,-94.1,-6,US
Paruima,PRR,SYPR,5.8,-61.05,-4,GY
Parasi,PRS,AGGP,-8.166667,158,11,SB
Prome,PRU,VYPY,18.825,95.26861,6.30,MM
Prerov,PRV,LKPO,49.59028,17.208332,1,CZ
Cox Field,PRX,KPRX,33.636665,-95.45028,-6,US
Wonderboom Airport.,PRY,FAWB,-25.654444,28.220833,2,ZA
Galileo Galilei,PSA,LIRP,43.69871,10.399915,1,IT
Tri-cities,PSC,KPSC,46.259094,-119.1152,-8,US
Port Said,PSD,HEPS,31.266666,32.3,2,EG
Mercedita,PSE,TJPS,18.010702,-66.563545,-4,PR
Petersburg James A Johnson,PSG,PAPG,56.80417,-132.9425,-9,US
Poso,PSJ,WAMP,-1.383333,120.73333,8,ID
New River Valley,PSK,KPSK,37.137222,-80.67861,-5,US
Perth,PSL,EGPT,56.233334,-3.566667,,GB
Pease International,PSM,KPSM,43.179585,-70.88272,-5,US
Cano,PSO,SKPS,1.466667,-77.25,-5,CO
Palm Springs Metropolitan Area,PSP,KPSP,33.822975,-116.508446,-8,US
Liberi,PSR,LIBP,42.43722,14.187222,1,IT
Posadas,PSS,SARP,-27.383888,-55.9675,-3,AR
Putussibau,PSU,WIOP,0.833333,112.933334,8,ID
Passos,PSW,SNOS,-20.716667,-46.61667,-3,BR
Palacios,PSX,KPSX,28.7,-96.25,-6,US
Port Stanley,PSY,SFAL,-51.7,-57.85,-3,FK
Puerto Suarez,PSZ,SLPS,-18.966667,-57.8,-4,BO
Port Alsworth,PTA,PALJ,60.2,-145.33333,-9,US
Dinwiddie County Airport,PTB,KPTB,37.216667,-77.4,-5,US
Port Alexander,PTD,PAAP,56.25,-134.65,-9,US
Malololailai,PTF,NFFO,-17.783333,177.21666,12,FJ
Polokwane,PTG,FAPI,-23.916668,29.966667,2,ZA
Port Heiden,PTH,PAPH,56.95667,-158.6375,-9,US
Portland,PTJ,YPOR,-38.384167,141.625,10,AU
Pontiac,PTK,KPTK,42.664722,-83.41139,-5,US
Williams Memorial,PTN,KPTN,29.708332,-91.3375,-6,US
Pato Branco,PTO,SSPB,-26.216667,-52.666668,-3,BR
Le Raizet,PTP,TFFR,16.2675,-61.52639,-4,GP
Porto de Moz,PTQ,SNMZ,-1.738889,-52.244446,-3,BR
Atkinson Municipal Airport,PTS,KPTS,37.446667,-94.73055,-6,US
Pratt,PTT,KPTT,37.716667,-98.75,-6,US
Platinum,PTU,PAPM,59.01139,-161.81694,-9,US
Porterville,PTV,KPTV,36.066666,-119.01667,-8,US
Pottstown/Limerick,PTW,KPTW,40.25,-75.63333,-5,US
Pitalito,PTX,SKPI,1.85,-76.03333,-5,CO
Tocumen International,PTY,MPTO,9.066897,-79.38764,-5,PA
Pastaza,PTZ,SEPA,-2,-77,-5,EC
Memorial,PUB,KPUB,38.292778,-104.49611,-7,US
Carbon County,PUC,KPUC,39.609722,-110.75278,-7,US
Puerto Deseado,PUD,SAWD,-47.75,-65.916664,-3,AR
Puerto Obaldia,PUE,MPOA,8.66694,-77.41694,-5,PA
Pau-Pyrénées,PUF,LFBP,43.382347,-0.413573,1,FR
Port Augusta,PUG,YPAG,-32.5,137.76666,9.30,AU
Punta Cana International,PUJ,MDPC,18.562477,-68.364,-4,DO
Pukarua,PUK,NTGQ,-18.296125,-137.01784,-10,PF
Punia,PUN,FZOP,-1.366667,26.333332,2,CD
Po,PUP,DFCP,11.183333,-1.166667,,BF
Pres Ibanez,PUQ,SCCI,-53.005356,-70.84307,-4,CL
Puerto Rico,PUR,SLPR,-11.1125,-67.52,-4,BO
Gimhae,PUS,RKPK,35.179317,128.94873,9,KR
Puttaprathe,PUT,VOPN,14.133333,77.78333,5.30,IN
Puerto Asis,PUU,SKAS,0.533333,-76.53333,-5,CO
Poum,PUV,NWWP,-20.294443,164.1014,11,NC
Pullman-Moscow Regional Airport,PUW,KPUW,46.74472,-117.105,-8,US
Puerto Varas,PUX,SCPV,-40.34028,-72.94444,-4,CL
Pula,PUY,LDPL,44.891666,13.923611,1,HR
Puerto Cabezas,PUZ,MNPC,14.045278,-83.38361,-6,NI
Providencia,PVA,SKPV,13.35,-81.35,-5,CO
Provincetown,PVC,KPVC,42.071945,-70.221664,-5,US
T. F. Green Airport,PVD,KPVD,41.72631,-71.43632,-5,US
Placerville,PVF,KPVF,38.716667,-120.8,-8,US
Shanghai Pudong International,PVG,ZSPD,31.151825,121.799805,8,CN
Governador Jorge Teixeira,PVH,SBPV,-8.714311,-63.898308,-4,BR
Edu Chaves,PVI,SSPI,-23.066668,-52.466667,-3,BR
Aktion,PVK,LGPZ,38.926388,20.765833,2,GR
Reales Tamarindos,PVO,SEPV,-1.033333,-80.46667,-5,EC
Licenciado Gustavo Díaz Ordaz International,PVR,MMPR,20.678297,-105.24898,-6,MX
Provideniya,PVS,UHMD,64.38333,-173.24333,12,RU
Provo,PVU,KPVU,40.218056,-111.72222,-7,US
Hale County,PVW,KPVW,34.183334,-101.71667,-6,US
Wiley Post,PWA,KPWA,35.466667,-97.53333,-6,US
Pevek,PWE,UHMP,69.78333,170.6,12,RU
Pal-Waukee,PWK,KPWK,42.114166,-87.901665,-6,US
International Jetport,PWM,KPWM,43.64749,-70.31031,-5,US
Pitts Town,PWN,MYCP,22.833332,-74.35,-5,BS
Pweto,PWO,FZQC,-8.466667,28.9,2,CD
Pavlodar,PWQ,UASP,52.183334,77.066666,6,KZ
Bremerton,PWT,KPWT,47.485,-122.763336,-8,US
Prominent Hill,PXH,YPMH,-29.72108,135.52348,9.30,AU
Puerto Escondido,PXM,MMPS,15.85,-97.083336,-6,MX
Porto Santo,PXO,LPPS,33.070023,-16.345015,,PT
Pleiku,PXU,VVPK,14.006346,108.00896,7,VN
Jeypore,PYB,VEJP,18.833332,82.63333,5.30,IN
Puerto Ayacucho,PYH,SVPA,5.6,-67.5,-4,VE
Polyarnyj,PYJ,UERP,66.416664,112.05,9,RU
Plymouth,PYM,KPYM,41.966667,-70.683334,-5,US
Putumayo,PYO,SEPT,0.083333,-75.9,-5,EC
Andravida,PYR,LGAD,37.683334,21.466667,2,GR
Pai,PYY,VTCI,19.371666,98.43667,7,TH
Pietermaritzburg Oribi,PZB,FAPM,-29.643047,30.396738,2,ZA
Zhob,PZH,OPZB,31.333332,69.5,5,PK
Pan Zhi Hua Bao An Ying,PZI,ZUZH,26.538734,101.79386,8,CN
Zulu Inyala,PZL,FADQ,-27.866667,32.3,2,ZA
Puerto Ordaz,PZO,SVPR,8.286533,-62.759136,-4,VE
Port Sudan,PZU,HSSP,19.577778,37.21389,3,SD
Bella Coola,QBC,CYBD,52.333332,-126.666664,-8,CA
Gyor-Per,QGY,LHPR,47.62514,17.81227,1,HU
Lausanne,QLS,LSGL,46.5436,6.61669,1,CH
Sam Mbakwe International,QOW,DNIM,5.427866,7.201676,1,NG
Paya Lebar,QPG,WSAP,1.35,103.9,8,SG
Rand/Germiston,QRA,FAGM,-26.140278,28.242779,2,ZA
Ingeniero Fernando Espinoza Gutiérrez International,QRO,MMQT,20.6,-100.38333,-6,MX
Warri,QRW,DNSU,5.594487,5.819282,1,NG
Setif,QSF,DAAS,36.18139,5.331111,1,DZ
Pontecagnano,QSR,LIRI,40.620148,14.92084,1,IT
Goodwood,QUG,EGHR,50.941666,-0.842248,,GB
Akwa Ibom International,QUO,DNAI,4.876463,8.085693,1,NG
Arar,RAE,OERR,30.903028,41.137115,3,SA
Raglan,RAG,NZRA,-37.833332,174.86667,12,NZ
Rafha,RAH,OERF,29.623463,43.488785,3,SA
Francisco Mendes,RAI,GVFM,14.945321,-23.486567,-1,CV
Civil,RAJ,VARK,22.308674,70.78235,5.30,IN
Menara,RAK,GMMX,31.601875,-8.026902,,MA
Riverside Municipalcipal,RAL,KRAL,33.951668,-117.44222,-8,US
Ramingining,RAM,YRNG,-12,134.81667,9.30,AU
Leite Lopes,RAO,SBRP,-21.135834,-47.773335,-3,BR
Rapid City Regional Airport,RAP,KRAP,44.037582,-103.06118,-7,US
Sugimanuru,RAQ,WAWR,-4.916667,122.583336,8,ID
Rarotonga,RAR,NCRG,-21.19992,-159.79852,-10,CK
Rasht,RAS,OIGG,37.321815,49.619587,3.30,IR
Rawala Kot,RAZ,OPRT,33.841667,73.833336,5,PK
Sale,RBA,GMME,34.036137,-6.748619,,MA
Borba,RBB,SWBR,-4.4,-59.583332,-4,BR
Robinvale,RBC,YROI,-34.666668,142.75,10,AU
Redbird,RBD,KRBD,32.680832,-96.86833,-6,US
Ratanakiri,RBE,VDRK,13.666667,106.98333,7,KH
Roseburg Municipal Airport,RBG,KRBG,43.238888,-123.35972,-8,US
Rebun,RBJ,RJCR,45.38333,141.03334,9,JP
Red Bluff Fss,RBL,KRBL,40.156555,-122.27292,-8,US
Wallmuhle,RBM,KRBM,48.901943,12.519722,1,DE
Robore,RBO,SLRB,-18.344444,-59.75528,-4,BO
Rurrenabaque,RBQ,SLRQ,-14.45,-67.55,-4,BO
Pres. Medici,RBR,SBRB,-9.966667,-67.8,-5,BR
Orbost,RBS,YORB,-37.7,148.5,10,AU
Marsabit,RBT,HKMB,2.333333,37.983334,3,KE
Roebourne,RBU,YROE,-20.8,117.166664,8,AU
Ramata,RBV,AGRM,-8.165556,157.63945,11,SB
Lowcountry Regional,RBW,KRBW,32.9,-80.666664,-5,US
Rumbek,RBX,HSMK,6.825243,29.66953,3,SS
Ruby,RBY,PARY,64.73,-155.46083,-9,US
Richards Bay,RCB,FARB,-28.740557,32.093056,2,ZA
Riohacha,RCH,SKRH,11.529167,-72.924446,-5,CO
Redcliffe,RCL,NVSR,-27.207035,153.07333,11,VU
Richmond,RCM,YSRI,-20.70389,143.11667,10,AU
Saint Agnant,RCO,LFDN,45.890556,-0.980556,1,FR
Reconquista,RCQ,SATR,-29.183332,-59.7,-3,AR
Fulton County,RCR,KRCR,41.066666,-86.21667,-5,US
Rochester,RCS,EGTO,51.35,0.5,,GB
Rio Cuarto,RCU,SAOC,-33.165558,-64.331665,-3,AR
Rum Cay,RCY,MYRP,23.666668,-74.96667,-5,BS
Red Dog,RDB,PADG,67.75,-163.66667,-9,US
Redencao,RDC,SNDC,-8.030278,-49.98,-3,BR
Redding,RDD,KRDD,40.505768,-122.29991,-8,US
Merdey,RDE,WASM,-1.583333,133.33333,9,ID
Municipalcipal/Spaatz Field,RDG,KRDG,40.378613,-75.96389,-5,US
Roberts Field,RDM,KRDM,44.254272,-121.162895,-8,US
LTS Pulau Redang,RDN,WMPR,5.765278,103.00694,8,MY
Rincon de los Sauces,RDS,SAHS,-37.38333,-68.9,-3,AR
Raleigh-durham International Airport,RDU,KRDU,35.873592,-78.79086,-5,US
Marcillac,RDZ,LFCR,44.410595,2.483866,1,FR
Reao,REA,NTGE,-18.5,-136.4,-10,PF
Rechlin,REB,EDAX,53.35,12.716667,1,DE
Guararapes International,REC,SBRF,-8.131507,-34.91792,-3,BR
Mifflin County,RED,KRVL,40.683334,-77.61667,-5,US
Tito Menniti,REG,LICR,38.07528,15.650833,1,IT
Almirante Zar,REL,SAVT,-43.233334,-65.32333,-3,AR
Orenburg,REN,UWOO,51.79105,55.4567,5,RU
Rome State,REO,KREO,42.833332,-117.61667,-8,US
Siem Reap,REP,VDSR,13.408436,103.815926,7,KH
Base Aerea Del Sur,RER,MGRT,14.520278,-91.696945,-6,GT
Resistencia,RES,SARE,-27.45139,-59.050835,-3,AR
Stolport,RET,ENRS,67.48333,12.083333,1,NO
Reus,REU,LERS,41.146103,1.153319,1,ES
Gen Lucio Blanco,REX,MMRX,26.0125,-98.23,-6,MX
Reyes,REY,SLRY,-14.316667,-67.26667,-4,BO
Rafai,RFA,FEGR,4.983333,23.966667,1,CF
Greater Rockford Airport,RFD,KRFD,42.30364,-89.222115,-6,US
Raufarhofn,RFN,BIRG,66.416664,-15.016667,,IS
Raiatea,RFP,NTTR,-16.725004,-151.46666,-10,PF
Rio Frio,RFR,MRRF,10.333333,-83.88333,-6,CR
Rosita,RFS,MNRT,13.883333,-84.4,-6,NI
Rio Grande,RGA,SAWE,-53.779167,-67.75,-3,AR
Balurghat,RGH,VEBG,25.25,88.73333,5.30,IN
Rangiroa,RGI,NTTG,-14.956334,-147.65915,-10,PF
Gorno-Altaysk,RGK,UNBG,51.969166,85.83639,6,RU
Internacional,RGL,SAWG,-51.61667,-69.28333,-3,AR
Mingaladon,RGN,VYYY,16.900068,96.134155,6.30,MM
Burgos,RGS,LEBG,42.35494,-3.62295,1,ES
Japura,RGT,WIPR,-0.4,102.55,7,ID
Reykholar,RHA,BIRE,65.166664,-21.416668,,IS
Rio Hondo,RHD,SANH,-27.533333,-64.95,-3,AR
Reims,RHE,LFSR,49.310833,4.050556,1,FR
Oneida County,RHI,KRHI,45.625706,-89.46253,-6,US
Diagoras,RHO,LGRP,36.401867,28.090677,2,GR
Ramechhap,RHP,VNRC,27.333332,86.083336,5.45,NP
Reid-Hillview,RHV,KRHV,37.333332,-121.88333,-8,US
Base Aerea De Santa Maria,RIA,SBSM,-29.710556,-53.6875,-3,BR
Gen Buech,RIB,SLRI,-11.006944,-66.093056,-4,BO
Richmond International Airport,RIC,KRIC,37.50611,-77.3225,-5,US
Richmond Municipalcipal Airport,RID,KRID,39.833332,-84.9,-5,US
Rice Lake,RIE,KRPD,45.47861,-91.72361,-6,US
Rio Grande,RIG,SBRG,-32.083332,-52.166668,-3,BR
Rioja,RIJ,SPJA,-6.05,-77.15,-5,PE
Carrillo,RIK,MRCR,9.866667,-85.48333,-6,CR
Garfield County,RIL,KRIL,39.533333,-107.78333,-7,US
Rodriguez De Mendoza,RIM,SPLN,-6,-78,-5,PE
Ringi Cove,RIN,AGRC,-8.2,157.03334,11,SB
Riverside Fla-Bob,RIR,KRIR,33.983334,-117.36667,-8,US
Rishiri,RIS,RJER,45.183334,141.25,9,JP
Riverton Regional,RIW,KRIW,43.064445,-108.45695,-7,US
Riga International,RIX,EVRA,56.92208,23.979807,2,LV
Riyan Mukalla,RIY,OYRN,14.666999,49.373684,3,YE
Rajahmundry,RJA,VORY,17.109638,81.82081,5.30,IN
Rajbiraj,RJB,VNRB,26.483334,86.833336,5.45,NP
Rajshahi,RJH,VGRJ,24.433332,88.61667,6,BD
Rijeka,RJK,LDRI,45.21583,14.568333,1,HR
Agoncillo,RJL,LELO,42.456944,-2.323611,1,ES
Rafsanjan,RJN,OIKR,30.296944,56.056667,3.30,IR
Aratika-Nord,RKA,NTKK,-15.485299,-145.46887,-10,PF
Knox County Regional,RKD,KRKD,44.059166,-69.09805,-5,US
